female,1,0:21
female,2,0:23
female,3,0:35
female,4,0:02
female,5,0:13
female,6,0:05
female,7,0:04
female,8,0:04
female,9,0:04
female,10,0:05
female,11,0:07
female,12,0:10
female,13,0:11
male,1,0:16
male,2,0:06
male,3,0:11
male,4,0:08
male,5,0:05
male,6,0:37
male,7,0:05
male,8,0:04
male,9,0:19
